name,gender,birthyear,hpi,group
Johnny Nash,M,1940,58.833959834157234,28
Elisabeth Andreassen,F,1958,58.83364412549284,28
Per Olof Sundman,M,1922,58.83346328809955,28
Mariela Castro,F,1962,58.833228821692586,28
Édouard Vaillant,M,1840,58.832976309859475,27
Angelo De Donatis,M,1954,58.83272754626112,28
Hugh Latimer,M,1485,58.831897621863426,23
Ventura Rodríguez,M,1717,58.83173579972328,26
Hilarión Daza,M,1840,58.83128657075897,27
Bernhard Klodt,M,1926,58.831186182670066,28
Bora Đorđević,M,1952,58.83076088120774,28
Jaime de Marichalar,M,1963,58.83012509649647,28
Hugo Egmont Hørring,M,1842,58.830098807143386,27
Ståle Solbakken,M,1968,58.82891289852657,28
Paul Creston,M,1906,58.828660222135845,28
David Burke,M,1934,58.82840915823658,28
"Thoros III, King of Armenia",M,1270,58.82754454871106,21
Davy Jones,M,1945,58.82744270990126,28
Paul Butterfield,M,1942,58.827177882197105,28
Sef Vergoossen,M,1947,58.82581370634064,28
Maksim Kovalevsky,M,1851,58.8255741583904,27
Jaegwon Kim,M,1934,58.82554507530114,28
Edgar Bergen,F,1903,58.82548502613159,28
Thomas Hampson,M,1955,58.82521431679179,28
Mona Hatoum,F,1952,58.82407115742115,28
Sally Menke,F,1953,58.82403853916232,28
Mikhail Zharov,M,1899,58.82362211988672,27
Danièle Thompson,F,1942,58.82353250786522,28
Pyotr Anjou,M,1796,58.82337449625489,26
Joseph-Antoine Bell,M,1954,58.82337076819145,28
Darry Cowl,M,1925,58.823247750947466,28
Lei Clijsters,M,1956,58.82301544404338,28
Jack Davenport,M,1973,58.82256249101745,28
Darius of Pontus,M,-100,58.822497874049176,8
Edgardo Bauza,F,1958,58.82239787962816,28
Alberto Mario González,M,1941,58.82214072313811,28
Nikolaos Kalogeropoulos,M,1851,58.822072911204174,27
Ute Lemper,F,1963,58.82140909722567,28
F. C. S. Schiller,M,1864,58.820872465153705,27
Kane Hodder,M,1955,58.82032746454939,28
Miki Biasion,M,1958,58.81998673448453,28
Uku Masing,M,1909,58.81993361664028,28
Jenette Goldstein,F,1960,58.819823078549014,28
Casiano Chavarría,M,1901,58.81979551461021,28
Anders Hejlsberg,M,1960,58.81935937824156,28
Johan Bruyneel,M,1964,58.81924602090394,28
Kedarnath Singh,M,1934,58.818722220130965,28
Taner Akçam,M,1953,58.81792956604619,28
Rex Ingram,M,1892,58.81779732951218,27
Emerich Vogl,M,1905,58.81720759837521,28
László Raffinsky,F,1905,58.817152587362614,28
Melinda Clarke,F,1969,58.81658675383916,28
Ásgeir Sigurvinsson,M,1955,58.81636352397627,28
Joe Morello,M,1928,58.81553517690079,28
Ulises Poirier,F,1897,58.81492661933228,27
Talant Duyshebaev,M,1968,58.81476611117257,28
John Shalikashvili,M,1936,58.81472616857669,28
Riccardo Bacchelli,M,1891,58.81414435513547,27
Susan George,F,1950,58.813423003609856,28
Salvador Jovellanos,M,1833,58.81336305403109,27
Laura Leighton,F,1968,58.81308053548317,28
Carl O. Sauer,M,1889,58.81264047085808,27
Mona Simpson,F,1957,58.81245443549506,28
Vesna Parun,F,1922,58.81226400853365,28
Astley Cooper,M,1768,58.812253443660794,26
Tryggvi Þórhallsson,M,1889,58.81207531024922,27
Marek Belka,M,1952,58.81185883013435,28
Ferdinand Bie,M,1888,58.811849319529635,27
Markus Zusak,M,1975,58.81184599533881,28
Emil Boc,M,1966,58.81165658976842,28
Laodice V,F,-150,58.811524480085296,7
Hans Jacob Nielsen,M,1899,58.81075096058514,27
Michael Paul Chan,M,1950,58.81024691695271,28
Ján Švehlík,M,1950,58.80921215631599,28
Luis Alberto Monge,M,1925,58.80825864480483,28
Grigory Shajn,M,1892,58.808202605507546,27
Alex Lifeson,M,1953,58.80780397640864,28
L. J. Smith,F,1965,58.8074257232174,28
Conny Andersson,M,1939,58.807081820630174,28
Bob Benny,M,1926,58.806881401007274,28
Leonid Tibilov,M,1951,58.80633082201338,28
Savanna Samson,F,1967,58.80626581309035,28
D. B. Woodside,F,1969,58.80560861574259,28
Vladimir Makogonov,M,1904,58.80558522480763,28
Arthur Jonath,M,1909,58.80553434276303,28
Havergal Brian,M,1876,58.80544286456728,27
Richard Attwood,M,1940,58.80530673005783,28
Zbigniew Messner,M,1929,58.805299266522866,28
Francesco Colasuonno,M,1925,58.8048046953347,28
Henry Edward Manning,M,1808,58.80467039834052,27
Johann Horvath,M,1903,58.80453455427439,28
Henry Lee III,M,1756,58.804512348273086,26
João Pinheiro Chagas,M,1863,58.80431693942684,27
Kunio Maekawa,M,1905,58.80410259281947,28
Michel Camilo,M,1954,58.803309297169655,28
Sanjay Dutt,M,1959,58.80288707222478,28
Branislav Sekulić,M,1906,58.80218135456607,28
Timothy Pickering,M,1745,58.80216616099473,26
Joshua Bell,M,1967,58.80170351822927,28
Kati Kovács,F,1944,58.80133256104068,28
Matías Almeyda,M,1973,58.801135385737446,28
Robin Sharma,M,1965,58.80087899580917,28
Simão Sabrosa,M,1979,58.80087689790598,28
Tony Abbott,M,1957,58.80076289192009,28
Sadakazu Tanigaki,M,1945,58.800575415329405,28
Miklós Németh,M,1946,58.80047913428408,28
Hermann Jónasson,M,1896,58.80043646285377,27
Victor Ponta,M,1972,58.799913491644155,28
Roy Wood,M,1946,58.799692212061245,28
Geoff Nicholls,M,1948,58.79876127090405,28
Tafari Benti,M,1921,58.79848113432744,28
Kārlis Skalbe,M,1879,58.79830080210535,27
Jeff Hardy,M,1977,58.7977583951993,28
Joseph Meyer,M,1796,58.79775114994018,26
Louis Aliot,M,1969,58.797623213610265,28
Vinicio Cerezo,M,1942,58.7974162972775,28
Sergei Lukyanenko,M,1968,58.797390162420555,28
Marie-Anne Chazel,F,1951,58.796820929042525,28
Carl Switzer,M,1927,58.796592589461525,28
Vagn Holmboe,M,1909,58.79556477118754,28
Américo Castro,F,1885,58.7946042887034,27
Sergio Livingstone,M,1920,58.79441982678445,28
Erik Zabel,M,1970,58.79436877007942,28
Edward Irving,M,1792,58.79436799049208,26
Ernie Pyle,M,1900,58.79428312189299,28
Elissa,F,1972,58.79413264404461,28
Ian Stuart Donaldson,M,1957,58.79404109497139,28
Sándor Mátrai,M,1932,58.7938965065156,28
Imogen Heap,F,1977,58.79359737405397,28
Julieta Lanteri,F,1873,58.79291151209076,27
Tré Cool,M,1972,58.79281170206999,28
Jonathan Brandis,M,1976,58.79257462214811,28
Marcus Hurley,M,1883,58.792081092364526,27
Ilanit,F,1947,58.79206706416689,28
Almon Brown Strowger,M,1839,58.79200605441535,27
Éric Zemmour,M,1958,58.79193714437046,28
Audrey Munson,F,1891,58.79173635598022,27
Jonah Lomu,M,1975,58.79086680331725,28
Richard Bright,M,1789,58.79081769806784,26
Pepper Adams,M,1930,58.790626929253264,28
Dietmar Hamann,M,1973,58.79047329248876,28
Steven Pressfield,M,1943,58.79044874483628,28
Eduard Wiiralt,M,1898,58.78995065423366,27
Washington Allston,M,1779,58.78987468548546,26
Raghunath Murmu,M,1905,58.789669284746886,28
Opiter Verginius Tricostus,F,-600,58.78957956281103,3
Heinrich Caro,M,1834,58.788906727300095,27
Lee Hyori,F,1979,58.78878073346595,28
Yolanda Hadid,F,1964,58.78845489552504,28
Sergey Mironov,M,1953,58.78841374410719,28
Zoltán Lajos Bay,M,1900,58.787972690643706,28
Abdoulkader Kamil Mohamed,M,1951,58.78785465113353,28
Sandra Kalniete,F,1952,58.78782225539386,28
Gérard Collomb,M,1947,58.78751694872629,28
Beatriz Galindo,F,1465,58.78734387085147,23
Carolina Coronado,F,1820,58.78709361487321,27
Claudia Wells,F,1966,58.78697229023979,28
Pasieguito,M,1925,58.786876708815534,28
Olaf Ludwig,M,1960,58.78611558817595,28
Hermann Hirt,M,1865,58.78605314664791,27
Jean René Constant Quoy,M,1790,58.78564025886989,26
Abdulsalami Abubakar,M,1942,58.785317469280955,28
Mary Anderson,F,1918,58.785278785323,28
Nicanor Duarte,M,1956,58.785250910038506,28
Carlos Babington,F,1949,58.785020208376785,28
Michel Leblond,M,1932,58.78487375553941,28
Ralph Towner,M,1940,58.78472062483847,28
Manuel Antônio de Almeida,F,1831,58.78445506471314,27
Harry Crerar,M,1888,58.78424827531677,27
Bonnie Raitt,F,1949,58.7841291650874,28
Hervé Renard,M,1968,58.78382623389735,28
Susana Higuchi,F,1950,58.78378777338095,28
Lorella De Luca,F,1940,58.783715139496614,28
Pieter Jelles Troelstra,M,1860,58.783044576134294,27
Alfredo Foglino,M,1892,58.78276900726486,27
Lee Tamahori,M,1950,58.78221369180474,28
Tang Jiaxuan,M,1938,58.78185856204727,28
Alf Landon,M,1887,58.781830483617725,27
Anne Revere,F,1903,58.78113852385528,28
Rigobert Song,M,1976,58.78074184284423,28
Frank Foss,M,1895,58.78043674266171,27
Nancy Chodorow,F,1944,58.7803988619802,28
James B. Conant,M,1893,58.78038821545443,27
David A. R. White,M,1970,58.78009007293889,28
Jean-Christophe Yoccoz,M,1957,58.78005368083558,28
Bonnie Bartlett,F,1929,58.77983471931058,28
Thomas Andrew Knight,M,1759,58.77919486137184,26
Jacinda Barrett,F,1972,58.77882273384633,28
Jan Burgers,M,1895,58.77835458590067,27
Dirk Coster,M,1889,58.77832411481462,27
Luigi De Magistris,M,1926,58.777653305167135,28
Pyotr Todorovsky,M,1925,58.77764545143409,28
Harley Race,M,1943,58.77759358758593,28
Ramón de Campoamor y Campoosorio,M,1817,58.77758442241648,27
Ronnie Lane,M,1946,58.77651294476516,28
Ramón Barros Luco,M,1835,58.776451425323714,27
Roger Hargreaves,M,1935,58.776346730588934,28
Boualem Sansal,M,1949,58.77625688207544,28
May McAvoy,F,1899,58.77600719221582,27
Khalil Taha,M,1932,58.77558331280284,28
Dobromir Zhechev,M,1942,58.77465174611768,28
Urho Castrén,M,1886,58.77454566052231,27
Santiago Vernazza,M,1928,58.7743161779404,28
Vivian Fuchs,M,1908,58.77408511441755,28
Günther,M,1967,58.77356510374812,28
Hill Harper,M,1966,58.77316782925498,28
Harold Perrineau,M,1963,58.77293143388091,28
Jaime Sin,M,1928,58.77271252523118,28
Edward Hicks,M,1780,58.77262416513424,26
Ma Rainey,F,1886,58.7721586643441,27
Constantine Angelos,M,1093,58.77164493864693,19
Gerrit Voorting,F,1923,58.77074903305919,28
Hans Nowak,M,1937,58.77053812014078,28
Daniela Romo,F,1959,58.77042236458948,28
Juan Mora Fernández,M,1784,58.769792017358405,26
Lazarus Salii,M,1936,58.769546503165095,28
Andrey Makarevich,M,1953,58.769378894223074,28
Frédéric Kanouté,M,1977,58.76911082053343,28
Pik Botha,M,1932,58.76899385775248,28
Sandra Bem,F,1944,58.76859152965413,28
Jean de Sponde,M,1557,58.76850022078555,24
Ariamnes of Cappadocia,M,-280,58.76777448450165,6
Barry Van Dyke,M,1951,58.76770747708704,28
Barbara Morgan,F,1951,58.76750871809408,28
Anzor Kavazashvili,M,1940,58.76709851618811,28
Francesca Bonnemaison i Farriols,F,1872,58.76705822249157,27
Agostina Belli,F,1949,58.76705680958842,28
Elza Ibrahimova,F,1938,58.766453146763304,28
Jenny Holzer,F,1950,58.76635410854168,28
Jennifer Capriati,F,1976,58.76613542937572,28
Magic Slim,M,1937,58.76601478340345,28
Zhou Xiaochuan,M,1948,58.76533343614748,28
Phyllis Somerville,F,1943,58.7648901277065,28
Jeannie Longo,F,1958,58.76444714178458,28
Karl-Heinz Metzner,M,1923,58.76393048986493,28
Yuriko Shima,F,1959,58.76355275472856,28
Acker Bilk,M,1929,58.7632615229812,28
Vladas Mironas,F,1880,58.76315811697528,27
Duraisamy Simon Lourdusamy,M,1924,58.76283377279565,28
Nikolay Mikhaylovsky,M,1842,58.76202049722464,27
José Justo Corro,M,1794,58.76172103644769,26
Ray Ventura,M,1908,58.76124990138582,28
Chris Farlowe,M,1940,58.76120264054351,28
Otto von Böhtlingk,M,1815,58.760989633079845,27
Wilhelmina von Bremen,F,1909,58.760924370719835,28
Henry B. Walthall,M,1878,58.76090913474911,27
Robert Lowell,M,1917,58.76088640403224,28
Megan Follows,F,1968,58.76035123420688,28
Molla Mallory,F,1884,58.76009815194777,27
Mark Hughes,M,1963,58.76003547507926,28
Beth Carvalho,F,1946,58.75976175211857,28
Dimitrios Rallis,M,1844,58.759656101077546,27
Harold Rainsford Stark,M,1880,58.758519586025805,27
Annie Kenney,F,1879,58.75798805557046,27
Sonia Sotomayor,F,1954,58.75773712739051,28
Felix Kulov,M,1948,58.75710485714845,28
Brian Ferneyhough,M,1943,58.756913148170234,28
Renee O'Connor,F,1971,58.75645377834079,28
Paul Mebus,M,1920,58.75641836461306,28
Théodore-Adrien Sarr,M,1936,58.75545095087643,28
Francesco Janich,M,1937,58.755186786267096,28
Mary Pierce,F,1975,58.75485773273879,28
Chuck Cooper,M,1926,58.75413282785489,28
Vincentas Sladkevičius,M,1920,58.75395220238777,28
Jerry Weintraub,M,1937,58.75355904718305,28
Sarah Kane,F,1971,58.75342270336326,28
Manuel Plaza,M,1900,58.75301198346584,28
Giorgio Francia,M,1947,58.75255532648601,28
Kenan Doğulu,M,1974,58.75218308987672,28
Peter Madsen,M,1971,58.751530832692815,28
Katharine Houghton,F,1945,58.75118911752629,28
Bhalchandra Nemade,M,1938,58.75103798917048,28
Mithridates III of Commagene,M,-100,58.750846913902095,8
Leonid Stein,M,1934,58.750818511017265,28
John Spencer,M,1946,58.75072246798669,28
Carl Amery,M,1922,58.75053679388585,28
Lajos Dinnyés,M,1901,58.74998971729923,28
Beryl Markham,F,1902,58.749843743512585,28
Niall Ferguson,M,1964,58.749274179696705,28
Segundo Durandal,M,1912,58.74904718243744,28
Pelageya Shajn,F,1894,58.74870581415837,27
C. Gordon Fullerton,M,1936,58.74863843241667,28
"Emanuele Filiberto of Savoy, Prince of Venice",M,1972,58.74794470967621,28
Pen Sovan,M,1936,58.74758448698553,28
Igor Krutoy,M,1954,58.74717549946724,28
Wilhelm Geiger,M,1856,58.74561187139839,27
Domenico Calcagno,M,1943,58.74542163973188,28
Constantin Negruzzi,M,1808,58.7451354227551,27
Christian Fittipaldi,M,1971,58.74500235841077,28
Val McDermid,F,1955,58.74461253286304,28
Mario Bertini,M,1944,58.74438930642742,28
Maurice Schilles,M,1888,58.74434026296284,27
Georges Grün,M,1962,58.74403385997247,28
Franco Balmamion,M,1940,58.74400629849766,28
Mark Snow,M,1946,58.74387357573116,28
Margarita Aliger,F,1915,58.74324756978532,28
Mary Travers,F,1936,58.74283508976977,28
Simen Agdestein,M,1967,58.742455158714584,28
David Todd Wilkinson,M,1935,58.742391508094094,28
Fritz Stern,M,1926,58.74226757647952,28
James Crafts,M,1839,58.7416032538461,27
Masuyo Shiraishi,F,1963,58.74151497340541,28
Peter Greene,M,1965,58.741459566754735,28
Joel de Oliveira Monteiro,M,1904,58.74125013645628,28
Markus Grosskopf,M,1965,58.74113276108199,28
Leonard Peltier,M,1944,58.74109358996941,28
Kamini Roy,F,1864,58.740833193306,27
Lalleshwari,F,1320,58.74025775515012,22
Norman Bel Geddes,M,1893,58.73960422614582,27
Leonard Eugene Dickson,M,1874,58.738690250094706,27
Anna von Mildenburg,F,1872,58.73770738177249,27
Michael Howard,M,1941,58.73733901886192,28
Jean Stapleton,F,1923,58.73732574455175,28
Carl Blegen,M,1887,58.73713232449298,27
Nathaniel Wallich,M,1786,58.73664209326317,26
Leonard Meredith,M,1882,58.73663753509161,27
Aleksandr Ponomarev,M,1918,58.736540552302216,28
Henry Hartsfield,M,1933,58.73648106737025,28
Hans-Peter Tschudi,M,1913,58.73590825181399,28
Mehmet Günsür,M,1975,58.73535441293412,28
Saint Mungo,F,518,58.73504251061821,14
John Christie,M,1899,58.73478482789921,27
Vilho Tuulos,M,1895,58.73449443053763,27
Elena Guro,F,1877,58.73446872476333,27
Alicia Moreau de Justo,F,1885,58.7344126590246,27
Zhou Xun,F,1974,58.73405039064301,28
Mark Frost,M,1953,58.73404414387874,28
Joanne Harris,F,1964,58.73392604904568,28
Birgit Fischer,F,1962,58.73360512107277,28
Roberto Bonomi,M,1919,58.733362141864895,28
Paquito D'Rivera,M,1948,58.73315133080849,28
Giovanni Silva de Oliveira,M,1972,58.73207097756166,28
Stephen Greenblatt,M,1943,58.73125067084369,28
Edith Sitwell,F,1887,58.73110629121929,27
Jean Thissen,M,1946,58.73066194391327,28
Daniele Gatti,M,1961,58.730041955165035,28
Yoo Jae-suk,M,1972,58.72999547577712,28
José Miguel de Velasco Franco,M,1795,58.72966277536583,26
Rhona Mitra,F,1976,58.72949032610838,28
Henry Hobson Richardson,M,1838,58.72946472473502,27
Boris Babochkin,M,1904,58.72879603044904,28
Slim Harpo,M,1924,58.72806322265959,28
Otto Froitzheim,M,1884,58.72744499300846,27
Gennady Sarafanov,M,1942,58.727289768117664,28
Klaus Egge,M,1906,58.72703691004779,28
Gordon Bajnai,M,1968,58.72683106485064,28
Ernst Hartert,M,1859,58.726717449740235,27
Harry Vardon,M,1870,58.72592398249373,27
John Lee Hancock,M,1956,58.72444163011552,28
Naziha al-Dulaimi,F,1923,58.72426898489946,28
Robert Morison,M,1620,58.723684276488584,25
Joe Fry,M,1915,58.72354257957677,28
Bernard Clavel,M,1923,58.72315876540505,28
Leonid Abalkin,M,1930,58.72306756561378,28
Tommy Cooper,M,1921,58.72283636701427,28
Gavril Dejeu,M,1932,58.72276838363532,28
William Roxburgh,M,1751,58.722764840728075,26
Maxi Herber,F,1920,58.72252549379329,28
Joseba Sarrionandia,M,1958,58.72165562941374,28
Nicholas Grimshaw,M,1939,58.72103476589294,28
Roy Jenkins,M,1920,58.72076400141778,28
Katalin Karády,F,1910,58.72052295042812,28
Russell Brand,M,1975,58.72042259977171,28
Nikolai Klyuev,M,1884,58.72026270394356,27
Sven Väth,M,1964,58.72024823291584,28
Elaine Chao,F,1953,58.72001617073976,28
Richard H. Truly,M,1937,58.71953174648874,28
Govind Ballabh Pant,M,1887,58.71938476007339,27
Chad Channing,M,1967,58.719182755817634,28
Ignacio Velasco,M,1929,58.71854325038629,28
Clifford Curzon,M,1907,58.71823181345592,28
W. S. Gilbert,M,1836,58.71782759120367,27
Patrick Manson,M,1844,58.717722518401544,27
Willem Kes,M,1856,58.717271369848206,27
Edwin Flack,M,1873,58.7172401607213,27
Rush Limbaugh,M,1951,58.71691260039532,28
Tony Kaye,M,1952,58.71690942996318,28
Ransom E. Olds,M,1864,58.71677752903476,27
Érik Orsenna,M,1947,58.716676067681384,28
Taos Amrouche,F,1913,58.716211949956936,28
Gonzalo Rojas,M,1917,58.716198956478976,28
Eugene McCarthy,M,1916,58.71598592936848,28
Romi Park,F,1972,58.71584123433255,28
Boris Morukov,M,1950,58.71578006971135,28
Glenn Medeiros,M,1970,58.71552286525716,28
Mario Echandi Jiménez,M,1915,58.71520999141487,28
James Corden,M,1978,58.715046288232536,28
Atef Sedky,M,1930,58.71474792609315,28
Rick Yune,M,1971,58.7146937279565,28
Philippe Néricault Destouches,M,1680,58.71454517306119,25
Louis-Marie Billé,M,1938,58.71409775216076,28
Margaret Dumont,F,1882,58.7138921596514,27
Wendy O. Williams,F,1949,58.7136738922513,28
Hakan Yakin,M,1977,58.71337037078116,28
Graham Allison,M,1940,58.713214639060325,28
Hajime Moriyasu,M,1968,58.71313443300242,28
David Hungate,F,1948,58.71304441026587,28
Viktor Konovalenko,M,1938,58.71287124171855,28
Alexandra Marinina,F,1957,58.71275365976083,28
Guillermo Riveros,M,1902,58.71202064424156,28
Topher Grace,M,1978,58.71179901898897,28
Guillermo Haro,M,1913,58.71171219077282,28
Vatslav Vorovsky,M,1871,58.71095085018669,27
Edoardo Sanguineti,M,1930,58.71037813916508,28
Ignacio Andrade,F,1839,58.71024613318436,27
Nathan East,M,1955,58.70999271058661,28
Oscar Pettiford,M,1922,58.70929560940772,28
Adolf Schwarz,M,1836,58.70910509088799,27
K. C. Jones,M,1932,58.7089695857234,28
Ueli Steck,M,1976,58.70830032996667,28
Ecgberht of Kent,M,700,58.707954489468165,16
Helma Sanders-Brahms,F,1940,58.70687362391199,28
Armand Blanchonnet,M,1903,58.70613891911079,28
Charles Alexandre Lesueur,M,1778,58.70522538909456,26
Michael Rasmussen,M,1974,58.70519887619696,28
Lillian Disney,F,1899,58.70475120852175,27
Jorge Romo,M,1923,58.70456215746186,28
Jan T. Gross,M,1947,58.70454483309105,28
Sándor Tarics,M,1913,58.704270738901975,28
Vano Muradeli,M,1908,58.70414253705904,28
Károly Kisfaludy,M,1788,58.7036519049531,26
Emily Donelson,F,1807,58.70351934849375,27
Pat Patterson,M,1941,58.703368042109354,28
Yasutoshi Miura,M,1965,58.70261140045435,28
Tryphaena,F,-141,58.70226718355078,7
Barry Hay,F,1948,58.70225186805168,28
Morris Kirksey,M,1895,58.70220524196539,27
Kim Milton Nielsen,M,1960,58.70209486298126,28
Junior Wells,M,1934,58.70172487130192,28
Claudine Longet,F,1942,58.701195494863114,28
Andrés Palop,M,1973,58.70117794270348,28
Michael Rosenbaum,M,1972,58.70109362610658,28
Chris Lowe,M,1959,58.70083202395891,28
Herbert Achternbusch,M,1938,58.7004460946395,28
Tomás Bretón,M,1850,58.69948639221032,27
Jonathan Pollard,M,1954,58.69930124550723,28
Manuel María Lombardini,M,1802,58.698155038105874,27
Fats Navarro,M,1923,58.69810078700163,28
Euphemia de Ross,F,1333,58.69801529501861,22
Frank Heller,M,1886,58.69796664725596,27
Karolina Světlá,F,1830,58.69772841137289,27
Luís Mesquita de Oliveira,M,1911,58.697636304936765,28
Lesley Manville,F,1956,58.69674385266506,28
Ivanka Khristova,F,1941,58.69652951157797,28
Auguste Duméril,M,1812,58.69641199223577,27
Shah Jahan III,M,1711,58.69635146745995,26
Harold Brown,M,1927,58.696305714430025,28
Fritz Noether,M,1884,58.69603306905118,27
Rainer Zobel,M,1948,58.69514237785735,28
Zoran Filipović,M,1953,58.694473454228955,28
Terry Jacks,M,1944,58.69409746453784,28
Eugène Martin,M,1915,58.69398153540165,28
Ramazan Abdulatipov,M,1946,58.69385162918159,28
Nikolai Menshutkin,M,1842,58.69348317334751,27
Mano Menezes,M,1962,58.69347110486714,28
Marilyn Ferguson,F,1938,58.69340982753476,28
Aleksandr Baryshnikov,M,1948,58.69321905794251,28
Dominic Cooper,M,1978,58.69303051581661,28
Leila Denmark,F,1898,58.69271909330317,27
Dmitry Gulia,M,1874,58.69265755520362,27
Ivan Evstratiev Geshov,M,1849,58.69222976040938,27
Eero Lehtonen,M,1898,58.691472766422095,27
Oskari Tokoi,M,1873,58.69127782271649,27
Joshua Nkomo,M,1917,58.69112607109645,28
Galo Plaza,M,1906,58.69111592972198,28
Rune Larsson,M,1924,58.691061941457775,28
Roland Grapow,M,1959,58.69075415677077,28
Cassandra Peterson,F,1951,58.690316214255674,28
Tage Reedtz-Thott,F,1839,58.6896914392174,27
Chieko Homma,F,1964,58.689381991826934,28
Concha Piquer,F,1908,58.689255176375646,28
Léon Glovacki,M,1928,58.688689457712904,28
Muriel Barbery,F,1969,58.688010696044934,28
Jens Johansson,M,1963,58.68793467481921,28
Anne Fontaine,F,1959,58.68748830249768,28
Roberto Pruzzo,M,1955,58.68741495170076,28
Ulf Timmermann,M,1962,58.68740556326161,28
Harry Vos,M,1946,58.68723775829215,28
Johann Amman,M,1707,58.68652278214631,26
Francesco Moraglia,M,1953,58.68639365416353,28
Jean Forestier,M,1930,58.685966360633074,28
Hal Blaine,M,1929,58.68581222969981,28
Marla Gibbs,F,1931,58.68571379308647,28
Michel Blanc,M,1952,58.68527800115332,28
Willy Planckaert,M,1944,58.6845294668881,28
Akebono Tarō,M,1969,58.68420925609245,28
Federico Vairo,M,1930,58.68420669158513,28
Kim Jong-hun,M,1956,58.6841191360571,28
Vladimir Drinfeld,M,1954,58.68371391326749,28
Ruth Brown,F,1928,58.683618151233105,28
Harry Hamlin,M,1951,58.68314949014119,28
Frank Shorter,M,1947,58.683051910267785,28
Charles W. Gilmore,M,1874,58.68275642955687,27
Marc Wright,M,1890,58.68143106228963,27
Eric Martin,M,1960,58.680745255809015,28
Aria Giovanni,F,1977,58.67969806865757,28
Reino Ragnar Lehto,M,1898,58.67918466438965,27
Zoltan Sarosy,M,1906,58.678965440400745,28
Greg Egan,M,1961,58.67815320850087,28
Osvaldo Ríos,M,1960,58.67797771209311,28
Armand Amar,M,1953,58.67777808689644,28
George Hodgson,M,1893,58.67769824724757,27
Fernando Quiroga Palacios,M,1900,58.67746779372853,28
Marc-Émile Ruchet,M,1853,58.677378116904485,27
Mal Evans,M,1935,58.67725643401495,28
Osbert Salvin,M,1835,58.67667602325959,27
Desi Arnaz,M,1917,58.67607140976265,28
Natalya Arinbasarova,F,1946,58.67564362954835,28
Serapio Calderón,M,1843,58.67544187637794,27
Vladimir Dudintsev,M,1918,58.67516782772031,28
Charles Walter De Vis,F,1829,58.674979895652115,27
Panyassis,M,-500,58.674852913240585,4
Terence Trent D'Arby,M,1962,58.674536060042975,28
Abel Goumba,M,1926,58.674463393166185,28
Charles Delporte,M,1893,58.674168993889346,27
Małgorzata Kidawa-Błońska,F,1957,58.67388809921171,28
Pino Dordoni,M,1926,58.67340033082035,28
Cándido Bareiro,M,1833,58.67293319869699,27
Gale Anne Hurd,F,1955,58.67234688115888,28
Wilfred Baddeley,M,1872,58.672306357677705,27
Swoosie Kurtz,F,1944,58.67182688593392,28
Fabiola Gianotti,F,1960,58.67175718408915,28
Anne-Marie Colchen,F,1925,58.6696586382823,28
Mohammad Yaqub Khan,M,1849,58.66942885021616,27
Tom Tryon,M,1926,58.66912195869696,28
Wayne Wang,M,1949,58.66860041197284,28
Helen Suzman,F,1917,58.6685874055103,28
Sveinbjörn Sveinbjörnsson,M,1847,58.667516240987936,27
Étienne Mourrut,M,1939,58.66697520386517,28
Yoo Young-chul,M,1970,58.66671789234697,28
Samantha Mathis,F,1970,58.66663628948653,28
Ilan Pappé,M,1954,58.66636283704103,28
Charles Carroll of Carrollton,M,1737,58.66547289568061,26
Alexia,F,1967,58.66521210758856,28
Simone Perrotta,M,1977,58.66387578088151,28
Brian Steen Nielsen,M,1968,58.66380343086254,28
Colleen Camp,F,1953,58.66271102782413,28
Ludivine Sagnier,F,1979,58.6621288650473,28
Irvin McDowell,M,1818,58.662082100307714,27
Christen Andreas Fonnesbech,M,1817,58.66193386121453,27
Jesse Tyler Ferguson,M,1975,58.660803769595425,28
Karel Sabina,M,1813,58.66056567808434,27
Miroslav Vitouš,M,1947,58.660339663498334,28
William Cameron Menzies,M,1896,58.6602359290499,27
Márcio Melo,M,1906,58.659898645284855,28
Walter M. Miller Jr.,M,1923,58.65946607658344,28
Vladimir Lisin,M,1956,58.65943638415462,28
Thomas Campion,M,1567,58.65935687598566,24
George Kojac,M,1910,58.65897445273557,28
Jorge Dely Valdés,M,1967,58.65889619286749,28
Jaromír Nohavica,M,1953,58.65867001598313,28
Julio Caro Baroja,M,1914,58.65866069973164,28
Henri Laurent,M,1881,58.658250532898464,27
Fazal Ilahi Chaudhry,M,1904,58.65771362876784,28
Uwe Rahn,M,1962,58.657425331051755,28
Hannibal Sehested,M,1842,58.65717967003924,27
Tom Boonen,M,1980,58.65715827819476,28
Vladimir Toporov,M,1928,58.65679043154738,28
Michael Müller,F,1964,58.6561744314666,28
Luka Peruzović,M,1952,58.655332980204186,28
Michael Behe,M,1952,58.65531232421468,28
Ismaël Lô,M,1956,58.65519244932465,28
Emma Smith,F,1804,58.65512614624504,27
Miguel Otero Silva,M,1908,58.655001439108275,28
Walter Lübcke,M,1953,58.65431415434787,28
Joseph Höffner,F,1906,58.65386277373733,28
Anatoliy Demyanenko,M,1959,58.65369447823388,28
Ogive of Luxembourg,F,986,58.65338972988267,18
Chief Dan George,M,1899,58.65303795782325,27
Ringo Lam,M,1955,58.652723721562815,28
