name,gender,birthyear,hpi,group
"Maria of Austria, Holy Roman Empress",F,1528,76.51080173423333,24
Ptolemy IV Philopator,M,-244,76.51009638574588,6
Philippe Noiret,M,1930,76.51004203689841,28
André Malraux,M,1901,76.5093542677804,28
George II of Greece,M,1890,76.5083280668227,27
Critias,M,-460,76.50540009654235,4
Wanli Emperor,M,1563,76.50416514804957,24
Liza Minnelli,F,1946,76.50280126621414,28
Christian I of Denmark,M,1426,76.50254191776334,23
Sarah Baartman,F,1788,76.50208099774375,26
Handan Sultan,F,1574,76.50194986656896,24
Peter III of Aragon,M,1239,76.50148771564551,21
Cameron Diaz,F,1972,76.50105427627047,28
Truman Capote,M,1924,76.50007345359364,28
Albert I of Germany,M,1255,76.49774048027504,21
Afonso de Albuquerque,M,1453,76.49253621022648,23
Quintus Fabius Maximus Verrucosus,M,-300,76.49212565046233,6
Louis IV of France,M,920,76.49084222112236,18
Jeanne Moreau,F,1928,76.48390627088429,28
Pope Sixtus III,M,390,76.48379581327592,12
Báb,M,1819,76.48283982665404,27
Joan Fontaine,F,1917,76.47934621428817,28
Martha Argerich,F,1941,76.47899277355306,28
Jacques Necker,M,1732,76.4762733145905,26
Mausolus,M,-410,76.47616950757711,4
Robert Peary,M,1856,76.47595413542827,27
Lee Myung-bak,M,1941,76.47515548103121,28
Margaret Mitchell,F,1900,76.47298252750619,28
Ferdinand I of Romania,M,1865,76.47282395905306,27
Pope Conon,M,630,76.47224776849285,15
Giacomo Meyerbeer,M,1791,76.47161500162731,26
Subhas Chandra Bose,M,1897,76.47103774547573,27
Aulus Cornelius Celsus,M,-25,76.47022514513947,8
Ella Fitzgerald,F,1917,76.4698817449733,28
Camillo Golgi,M,1843,76.46971830352075,27
Bede,M,672,76.46940678014761,15
Frederick V of the Palatinate,M,1596,76.46919022606181,24
Sandra Bullock,F,1964,76.46903566769657,28
Eminem,M,1972,76.4688803981994,28
Narses,M,478,76.4687499585909,13
Yeongjo of Joseon,M,1694,76.46736692171098,25
Gojong of Korea,M,1852,76.46722540344197,27
Pope Nicholas IV,M,1227,76.46367404891917,21
Tamar of Georgia,F,1166,76.46286330036911,20
Todor Zhivkov,M,1911,76.46218681163334,28
Emil Nolde,M,1867,76.46188686866337,27
Stepan Bandera,M,1909,76.46035679836517,28
Alexander Van der Bellen,F,1944,76.46004022073164,28
Emperor Xuanzong of Tang,M,685,76.45991612729905,15
Sukjong of Joseon,M,1661,76.4579865120485,25
William Morris,M,1834,76.45706809288052,27
Norbert Elias,M,1897,76.45674345083698,27
William Jennings Bryan,M,1860,76.45589373117576,27
Cimon,M,-510,76.45426551329602,3
Geraldine Chaplin,F,1944,76.45365137657063,28
Albrecht Altdorfer,M,1480,76.45334537666365,23
Lorenzo Valla,M,1407,76.45054196723274,23
Tedros Adhanom,M,1965,76.4492686571771,28
Erich von Däniken,M,1935,76.44341729986297,28
Abu Muslim,M,718,76.44279504051339,16
Geli Raubal,F,1908,76.44108371489253,28
"Elisabeth of Austria, Queen of France",F,1554,76.43836429677638,24
Dionysius of Halicarnassus,M,-60,76.43829257088515,8
"Fernando Álvarez de Toledo, 3rd Duke of Alba",M,1507,76.43544072867662,24
Constantine P. Cavafy,M,1863,76.43452194911298,27
Henry Moore,M,1898,76.43225433760232,27
Arthur Schnitzler,M,1862,76.43112351130704,27
Astyages,M,-700,76.42940590699484,2
Sting,M,1951,76.42902744025159,28
Krzysztof Penderecki,M,1933,76.42841768652953,28
Roy Lichtenstein,M,1923,76.42452363636474,28
Mesrop Mashtots,M,361,76.42444844683847,12
Alcuin,M,735,76.42144081537346,16
Alan Parker,M,1944,76.41982143285217,28
Emil Lenz,M,1804,76.41927863284998,27
Harold Godwinson,M,1022,76.41734534189357,19
James Fenimore Cooper,M,1789,76.41545440829141,26
Constantine IV,M,652,76.41475282887978,15
Margaret Theresa of Spain,F,1651,76.41392275276098,25
Otto Dix,M,1891,76.41272485749785,27
Jean-Léon Gérôme,M,1824,76.40921065263872,27
Jorge Rafael Videla,M,1925,76.40768274556426,28
"Robert I, Duke of Normandy",M,1010,76.40539534332902,19
Philip III of Macedon,M,-359,76.40467902157643,5
Pope Victor III,M,1027,76.40266344894899,19
Charles Édouard Guillaume,M,1861,76.40113589524067,27
Pope Simplicius,M,420,76.40018608729767,13
Martin Niemöller,M,1892,76.39783651421838,27
Pierre Cardin,M,1922,76.39744435507932,28
Pope Sergius I,M,650,76.39636912391127,15
Georges-Eugène Haussmann,M,1809,76.39530432251624,27
Bertel Thorvaldsen,M,1770,76.3943921183774,26
Alfonso VI of León and Castile,M,1040,76.39162839589646,19
Al-Battani,M,858,76.3895779375913,17
Jiang Qing,F,1914,76.38884759011073,28
Peter Higgs,M,1929,76.3846251465629,28
John Herschel,M,1792,76.38260895040001,26
Princess Märtha of Sweden,F,1901,76.38153304992557,28
"Æthelwulf, King of Wessex",M,795,76.38099166854332,16
Władysław III of Poland,M,1424,76.37923495970084,23
Nick Nolte,M,1941,76.37642262208213,28
Adolphe Thiers,M,1797,76.37561844570287,26
William Howard Taft,M,1857,76.37547218468423,27
Astrid of Sweden,F,1905,76.37479712074415,28
"Mary Tudor, Queen of France",F,1496,76.37222692447283,23
Pope Celestine IV,M,1200,76.37108931519823,21
Emperor Gaozong of Tang,M,628,76.37017034258818,15
Jérôme Bonaparte,M,1784,76.36889812325283,26
Frederick III of Denmark,M,1609,76.3675769539293,25
Nestor Makhno,M,1888,76.36694636702903,27
Dionysius I of Syracuse,M,-430,76.36676412789642,4
Pope Gregory III,M,700,76.36613058786158,16
Wojciech Jaruzelski,M,1923,76.36501730935223,28
James I of Aragon,M,1208,76.36500350831172,21
Bruce Springsteen,M,1949,76.36475438347348,28
Claude Simon,M,1913,76.36300199179901,28
Richard Harris,M,1930,76.36160028748024,28
Giovanni Trapattoni,M,1939,76.36044948631974,28
Cambyses I,M,-600,76.35679758540432,3
John Constable,M,1776,76.35628870600058,26
Kevin Costner,M,1955,76.34996738539886,28
Jean-Bédel Bokassa,M,1921,76.34973261869979,28
Pope Stephen IV,M,770,76.348420329630315,16
Gaspard-Gustave de Coriolis,M,1792,76.34637160998001,26
Brian Wilson,M,1942,76.34567841535764,28
Han Fei,M,-280,76.34520821608966,6
Nabonidus,M,-555,76.34348916421104,3
Jo Nesbø,M,1960,76.34321233237822,28
Pope-elect Stephen,M,700,76.34306154061868,16
Raymond Chandler,M,1888,76.34241012142317,27
Roberto Benigni,M,1952,76.33979194101552,28
B. R. Ambedkar,M,1891,76.33921707894689,27
John I of Portugal,M,1358,76.33756234098081,22
James the Less,M,100,76.334041590162,10
Graham Greene,M,1904,76.33258253445396,28
Abd al-Muttalib,M,497,76.3323566753076,13
Posidonius,M,-135,76.33230990109043,7
Ernő Rubik,M,1944,76.3318858485499,28
John Venn,M,1834,76.3312329172783,27
Oriana Fallaci,F,1929,76.32922660708064,28
Hamid Karzai,M,1957,76.328818030603,28
Napoleon Hill,M,1883,76.32713556060104,27
Zayd ibn Harithah,M,581,76.3256448709196,14
Yazdegerd III,M,624,76.325575386451,15
Agnetha Fältskog,F,1950,76.32522074612554,28
Saint Walpurga,F,710,76.32289566916363,16
Pope John IV,M,600,76.32279582197602,15
Joachim Gauck,M,1940,76.32221492714909,28
Margaret Atwood,F,1939,76.31998485458337,28
Luis Suárez,M,1935,76.31933931882342,28
Henri Fayol,M,1841,76.31929702201938,27
Herman Hollerith,M,1860,76.31692149504332,27
James Madison,M,1751,76.31265141852191,26
Jean-Louis Trintignant,M,1930,76.31069654720376,28
Henry James,M,1843,76.30925939155699,27
Shaka,M,1787,76.30754524130205,26
Kenzaburō Ōe,M,1935,76.30540783855658,28
Werner von Blomberg,M,1878,76.30158672973906,27
Anton LaVey,M,1930,76.29948908706109,28
Edwin McMillan,M,1907,76.29547164747497,28
André Le Nôtre,M,1613,76.29475953496306,25
Sebastian of Portugal,M,1554,76.29442111273221,24
Ludwig Beck,M,1880,76.29353194240437,27
Théophile Gautier,M,1811,76.29305499823333,27
Igor Sikorsky,M,1889,76.2927484033184,27
Mohammad Mosaddegh,M,1882,76.29195384927078,27
Ben Affleck,M,1972,76.29085702428561,28
Sholem Aleichem,M,1859,76.28573742130774,27
Cleopatra Selene II,F,-40,76.28487535368134,8
Édouard Daladier,M,1884,76.28370825826866,27
Agrippina the Elder,F,-14,76.28168274565664,8
Karl Kautsky,M,1854,76.2816620325123,27
Demetrius I of Macedon,M,-336,76.28147089797166,5
Anaximenes of Miletus,M,-585,76.28136790733907,3
George Gamow,M,1904,76.28069470363438,28
Emperor Wu of Jin,M,236,76.27887062645819,11
Reinhold Messner,M,1944,76.27752980408292,28
Paul Celan,M,1920,76.27627419785647,28
Wilt Chamberlain,M,1936,76.27606696281454,28
Jon Lord,M,1941,76.27247847956477,28
Morihei Ueshiba,M,1883,76.27171377680027,27
Richard Cromwell,M,1626,76.26586262733943,25
Zachary Taylor,M,1784,76.26036770045721,26
Pope Clement III,M,1130,76.26032178213885,20
Michiel de Ruyter,M,1607,76.25774374647068,25
Abu al-Wafa' Buzjani,M,940,76.25725023814107,18
José Ortega y Gasset,M,1883,76.25539666121696,27
Jalal Talabani,M,1933,76.25385946611198,28
Jet Li,M,1963,76.25232682279585,28
Gaius Maecenas,M,-68,76.25168084516724,8
Wilhelm Friedemann Bach,M,1710,76.25166894846151,26
Jean Baptiste Perrin,M,1870,76.25042023905543,27
Edward Gibbon,M,1737,76.24816084332761,26
André Rieu,M,1949,76.24718261366387,28
Paul Simon,M,1941,76.24654375838226,28
Jan Steen,M,1626,76.24444187398736,25
Archilochus,M,-680,76.24324644150742,2
Probus,M,232,76.23721123360527,11
Abdullah I of Jordan,M,1882,76.23695461916148,27
Emmeline Pankhurst,F,1858,76.23493249525204,27
5th Dalai Lama,M,1617,76.23458593880594,25
Jean Monnet,M,1888,76.23455825352337,27
Walther Nernst,M,1864,76.23178339810723,27
Paul Heyse,M,1830,76.23157096373873,27
Simon bar Kokhba,M,50,76.23040865723651,9
Pierre Teilhard de Chardin,M,1881,76.2298260231649,27
Frederick V of Denmark,M,1723,76.22728801465861,26
Arturo Toscanini,M,1867,76.2271058532697,27
Grover Cleveland,M,1837,76.22667613042096,27
Sun Ce,M,175,76.22477144736449,10
Stanisław August Poniatowski,M,1732,76.223864286217065,26
Hans Kelsen,M,1881,76.22360510108837,27
Andrew II of Hungary,M,1175,76.22257580562605,20
Andronikos I Komnenos,M,1118,76.22171568180059,20
Paul Hindemith,M,1895,76.221542601803,27
Emma Goldman,F,1869,76.2213573150341,27
W. B. Yeats,M,1865,76.22058309243627,27
Cassander,M,-350,76.219412335407,5
Al-Zahrawi,M,936,76.21579504760352,18
Theophilos,M,813,76.21546165378429,17
Joel,M,-1,76.21536164978684,8
Rock Hudson,M,1925,76.21482156158174,28
Victor Francis Hess,M,1883,76.21446699300871,27
Giovanni da Pian del Carpine,M,1182,76.21107412980018,20
Dan Brown,M,1964,76.2101218661276,28
Adolf von Baeyer,M,1835,76.21007486626422,27
Maurice,M,539,76.20948033035467,14
Gertrude Bell,F,1868,76.20753380535277,27
Mayer Amschel Rothschild,M,1744,76.20731451249742,26
Letizia Ramolino,F,1750,76.20627516932136,26
Rafic Hariri,M,1944,76.20622452805152,28
Filippo Tommaso Marinetti,M,1876,76.20380074655617,27
Jean Genet,M,1910,76.20318693137018,28
Pytheas,M,-380,76.2010333384526,5
Calvin Coolidge,M,1872,76.19263102518217,27
Rudolph Valentino,M,1895,76.19108054099274,27
Leo V the Armenian,M,775,76.19048704515069,16
Apollonius of Rhodes,M,-295,76.1876023224791,6
Elfriede Jelinek,F,1946,76.18676545067963,28
Margaret Tudor,F,1489,76.18580964802342,23
Saint Monica,F,332,76.1857077624396,12
Nadine Gordimer,F,1923,76.1850153650159,28
Arthur de Gobineau,M,1816,76.18097344798115,27
Hua Guofeng,M,1921,76.17998842035146,28
Alexander Kolchak,M,1874,76.17699084255524,27
Saint Florian,M,250,76.17650879799078,11
Decebalus,M,100,76.17428564720323,10
Vasili III of Russia,M,1479,76.17080868213355,23
Abū Lahab,M,549,76.17058143172407,14
Einhard,M,770,76.17057729803687,16
"Wenceslaus I, Duke of Bohemia",M,907,76.17055354597018,18
Paul Ehrlich,M,1854,76.17049660000198,27
Amadeo I of Spain,M,1845,76.16960938279078,27
Amin al-Husseini,M,1895,76.16921076589587,27
Caitlyn Jenner,F,1949,76.16751639205273,28
Sigismund I the Old,M,1467,76.16713938826088,23
Engelbert Dollfuss,M,1892,76.16251975836632,27
Willem Einthoven,M,1860,76.16064516200733,27
Ammianus Marcellinus,M,330,76.15826260370287,12
Xianfeng Emperor,M,1831,76.15750493916954,27
Irvin D. Yalom,M,1931,76.15735817189586,28
Alexis Carrel,M,1873,76.15607726279742,27
Jugurtha,M,-160,76.15507986602788,7
J. P. Morgan,M,1837,76.15484826523056,27
J. Paul Getty,M,1892,76.15355156150775,27
Callimachus,M,-310,76.15333088101605,5
Dagobert I,M,611,76.15265807503008,15
Joe Frazier,M,1944,76.14933575379312,28
Ismail al-Jazari,M,1136,76.14744400850832,20
Albert A. Michelson,M,1852,76.14573138993234,27
Marc Bloch,M,1886,76.14440015064538,27
Ali al-Ridha,M,770,76.14326422976264,16
Martin Sheen,M,1940,76.14013224115895,28
Jacques Prévert,M,1900,76.13992017397109,28
Shams Tabrizi,M,1185,76.13709809514715,20
Louis I of Spain,M,1707,76.13623269600562,26
Himiko,F,175,76.13564878595474,10
Abraham Ortelius,M,1527,76.13438369491118,24
Aristides,M,-550,76.1339197554816,3
Erich von Falkenhayn,M,1861,76.13230364858472,27
Benjamin Britten,M,1913,76.13064025835736,28
Idris of Libya,M,1889,76.12684626907449,27
Pete Conrad,M,1930,76.12623031344512,28
Arthur Evans,M,1851,76.12536277036455,27
"Isabella of Aragon, Queen of Portugal",F,1470,76.12478476846036,23
Maria Sibylla Merian,F,1647,76.12378065963856,25
Conrad Gessner,M,1516,76.12346596438098,24
David Suchet,M,1946,76.12189481292917,28
Zacchaeus,M,50,76.12072746821681,9
Neil deGrasse Tyson,M,1958,76.11871733527484,28
Heinrich Schütz,M,1585,76.11748339918648,24
Clement of Ohrid,M,840,76.11611612710108,17
Xun Kuang,M,-313,76.11471825885691,5
Hiroshige,M,1797,76.1144048382364,26
Pope Marcellus I,M,255,76.11419830339786,11
Alphonse de Lamartine,M,1790,76.11336517229266,26
Ritchie Blackmore,M,1945,76.11298183945968,28
Frederick I of Sweden,M,1676,76.11115045815497,25
Anita Ekberg,F,1931,76.10975104840294,28
Owen Willans Richardson,M,1879,76.10652983555492,27
Jean-François Lyotard,M,1924,76.10428077788157,28
Proclus,M,412,76.10206410317184,13
Mikhail Sholokhov,M,1905,76.09875236696645,28
John Galsworthy,M,1867,76.09508944321766,27
Ambrogio Lorenzetti,M,1290,76.08864502712139,21
Lawrence Bragg,M,1890,76.08703882200413,27
Grigory Zinoviev,M,1883,76.08655997862397,27
Pedro II of Brazil,M,1825,76.08652796984939,27
Abbas ibn Firnas,M,810,76.0830293779318,17
Arnold Sommerfeld,M,1868,76.08143414128814,27
Abd al-Rahman al-Sufi,M,903,76.07952675569761,18
Heinrich Mann,M,1871,76.07941460587172,27
Octavia the Younger,F,-69,76.0783954271179,8
Alfred Binet,M,1857,76.07305362850497,27
Li Si,M,-280,76.07304311520818,6
Jan van Riebeeck,M,1619,76.06445702593066,25
Odilon Redon,M,1840,76.06375267246462,27
Ulrike Meinhof,F,1934,76.06220824036409,28
Joseph Roth,M,1894,76.06075538545079,27
Hans Zimmer,M,1957,76.05913936525175,28
Stevie Wonder,M,1950,76.05801309789348,28
Andrew Johnson,M,1808,76.05575040957416,27
Mikhail Botvinnik,M,1911,76.05354608486186,28
Robert Campin,M,1375,76.0522755949352,22
John Climacus,M,579,76.0517978400337,14
Maximus the Confessor,M,580,76.04416961346894,14
Toto Cutugno,M,1943,76.0415854052264,28
Clement Attlee,M,1883,76.04066070274546,27
Diogenes of Apollonia,M,-460,76.03981715921496,4
David Carradine,M,1936,76.03856557039481,28
Xuande Emperor,M,1399,76.03843240020747,22
Russell Crowe,M,1964,76.03843025044121,28
Saigō Takamori,M,1828,76.03759267710606,27
Baldur von Schirach,M,1907,76.0371337695893,28
Isaac II Angelos,M,1155,76.03577193111019,20
Heinrich Müller,M,1900,76.03501727604889,28
François-Noël Babeuf,M,1760,76.03446273851895,26
Robert I of France,M,860,76.03019412793407,17
Jacques-Bénigne Bossuet,M,1627,76.03019350915254,25
Empress Gi,F,1315,76.0295263556881,22
Theo van Gogh,M,1857,76.02917134891263,27
Grand Duchess Maria Nikolaevna of Russia,F,1899,76.0284201183244,27
"Raymond III, Count of Tripoli",M,1140,76.02699993661358,20
Ryūnosuke Akutagawa,M,1892,76.022675890739,27
Barack Obama Sr.,M,1936,76.02128945984575,28
Charles Le Brun,M,1619,76.02010736861017,25
Gary Oldman,M,1958,76.01858431225789,28
Pope John IX,M,850,76.01857084052719,17
Louis-Nicolas Davout,M,1770,76.01772356309618,26
Pierre Laval,M,1883,76.01749523804517,27
Chongzhen Emperor,M,1611,76.01572534184702,25
Eli Cohen,M,1924,76.01565015643259,28
Roger Taylor,M,1949,76.0147711255766,28
Jorge Amado,M,1912,76.01207424356885,28
Anatoly Dyatlov,F,1931,76.01154193119821,28
Dietrich Bonhoeffer,M,1906,76.010696969985,28
Vanessa Redgrave,F,1937,76.00943660411029,28
Charles Louis Alphonse Laveran,M,1845,76.00892925647075,27
Willebrord Snellius,M,1580,76.00877923660524,24
Abbas ibn Abd al-Muttalib,M,567,76.00803179320556,14
James A. Garfield,M,1831,76.0078058988028,27
Karlheinz Stockhausen,M,1928,76.00728095607873,28
Jerry Lewis,M,1926,76.00505500144641,28
John Deacon,M,1951,76.0042938541993,28
Jan Brueghel the Elder,M,1568,76.00322847571634,24
Christian III of Denmark,M,1503,76.00270408906158,24
Faisal I of Iraq,M,1885,76.00186975570867,27
Jan Palach,M,1948,76.00051778800415,28
Psamtik I,M,-700,75.99967123163707,2
Alma Mahler,F,1879,75.99926840657464,27
Auguste Escoffier,M,1847,75.99921992570856,27
Ptolemy III Euergetes,M,-284,75.99723861445064,6
Dong Zhuo,M,139,75.99629314304661,10
Polycrates,M,-600,75.99604038974844,3
Ferdinand VI of Spain,M,1713,75.99441729666836,26
"Lorenzo de' Medici, Duke of Urbino",M,1492,75.9927433150938,23
"Charles II, Archduke of Austria",M,1540,75.99080338720817,24
Kurt Cobain,M,1967,75.98550242008875,28
Jane Birkin,F,1946,75.98430057375084,28
Paul Auster,M,1947,75.98411412761119,28
Angelina Jolie,F,1975,75.97923825359734,28
Avitus,M,395,75.97911457173228,12
William Rowan Hamilton,M,1805,75.97857988049496,27
Richard Bach,M,1936,75.9784922641013,28
Alexei Leonov,M,1934,75.97779132960092,28
Daoguang Emperor,M,1782,75.97764846988862,26
Otto Lilienthal,M,1848,75.97567654872509,27
Saint Apollonia,F,110,75.97372425383219,10
Theodore of Amasea,M,300,75.97273490429075,12
Frederick II of Denmark,M,1534,75.97260942747047,24
Charlie Parker,M,1920,75.9703274726427,28
Túpac Amaru,M,1545,75.96996959999352,24
Giambologna,M,1529,75.96802007069036,24
Wang Mang,M,-45,75.96608329469949,8
John McCain,M,1936,75.96541217454741,28
Khalid of Saudi Arabia,M,1912,75.96438045041445,28
Brennus,M,-500,75.96413295257604,4
Pope Sergius IV,M,970,75.96392267360213,18
Mary Cassatt,F,1844,75.96282457388583,27
Emperor Yingzong of Ming,M,1427,75.96037087987474,23
Archduchess Marie Valerie of Austria,F,1868,75.96012638378346,27
Umberto Boccioni,M,1882,75.95947092793034,27
Timothy Dalton,M,1946,75.95788271521907,28
Harold Macmillan,M,1894,75.95701205817774,27
Jamāl al-Dīn al-Afghānī,M,1837,75.95594008657882,27
John Hurt,M,1940,75.95036648189499,28
Abd Allah ibn al-Zubayr,M,624,75.94945329308524,15
Sarah Vaughan,F,1924,75.94842018454449,28
Brian Jones,M,1942,75.94762838199345,28
Patrice de MacMahon,M,1808,75.94633648034475,27
Zedekiah,M,-617,75.94605087731073,2
Artaxerxes III,M,-425,75.94456358750045,4
Ferdinand de Lesseps,M,1805,75.94308877430228,27
Grand Duchess Tatiana Nikolaevna of Russia,F,1897,75.94222928750487,27
Alexander I of Macedon,M,-600,75.9415098516818,3
Park Geun-hye,F,1952,75.94076068045369,28
Hector Malot,M,1830,75.94001797334387,27
Muhammad XII of Granada,M,1459,75.93804566747484,23
Queen Paola of Belgium,F,1937,75.93696891598634,28
Gustáv Husák,M,1913,75.93675420666143,28
Rachel Carson,F,1907,75.93559589449485,28
Habib Bourguiba,M,1903,75.93531404707113,28
Théodore Rousseau,M,1812,75.93360502971697,27
Jacques Tati,M,1907,75.93254203046307,28
Jianwen Emperor,M,1377,75.93084230169517,22
Klement Gottwald,M,1896,75.92985483634912,27
John II Komnenos,M,1087,75.92773584092835,19
Abd el-Krim,M,1882,75.92579002106945,27
Joe Dassin,M,1938,75.92436858147532,28
Zhang Heng,M,78,75.92379561322745,9
Perdiccas,M,-355,75.92348856877973,5
Marvin Gaye,M,1939,75.92226526444644,28
Arsène Wenger,M,1949,75.92221706304893,28
Britannicus,M,41,75.92110806770775,9
Fabio Capello,M,1946,75.92090232022365,28
Edward Teller,M,1908,75.91898990152008,28
Zubayr ibn al-Awam,M,594,75.91436271050425,14
Anthony Perkins,M,1932,75.91337771721815,28
Henri Moissan,M,1852,75.91129451971939,27
Jami,M,1414,75.91085906647155,23
Carlos Santana,M,1947,75.90949538429193,28
Roderic,M,688,75.90794079245906,15
Henry Clay,M,1777,75.90636400874395,26
Emanuel Lasker,M,1868,75.90562528504648,27
James Ensor,M,1860,75.90557382267582,27
Al-Walid I,M,668,75.9049399622013,15
Hans Eysenck,M,1916,75.90461994536109,28
Pachomius the Great,M,292,75.90445518755219,11
Chlothar II,M,584,75.90386741367928,14
Mário Zagallo,M,1931,75.90268841315326,28
Henning Mankell,M,1948,75.90231203434406,28
Gérard Philipe,M,1922,75.89964319390566,28
Carlo Ponti,M,1912,75.89487169526282,28
Constantine III,M,612,75.89301725604219,15
Florentino Pérez,M,1947,75.89156622285427,28
Irene Papas,F,1929,75.89110898834531,28
Chester W. Nimitz,M,1885,75.8898538352307,27
Theodora Porphyrogenita,F,984,75.88984355171563,18
Alauddin Khalji,M,1266,75.88923757957815,21
Sadako Sasaki,F,1943,75.88886311156266,28
Fritz Sauckel,M,1894,75.88884942831832,27
Manuel Noriega,M,1934,75.8878367213379,28
Heinrich Cornelius Agrippa,M,1486,75.88661978912269,23
Emil Kraepelin,M,1856,75.88534540540111,27
Mstislav Rostropovich,M,1927,75.88280542837671,28
Talhah,M,595,75.88110361078425,14
Nicolas Malebranche,M,1638,75.87918875089436,25
Eric Hobsbawm,M,1917,75.87818449170598,28
Francis Poulenc,M,1899,75.87791680524249,27
Lothair of France,M,941,75.87744729745522,18
Ted Kaczynski,M,1942,75.87738819992197,28
Gordian II,M,190,75.87717647483811,10
Giorgio Agamben,M,1942,75.87563047218795,28
Valdemar II of Denmark,M,1170,75.87402135769244,20
Börte,F,1161,75.8725997510454,20
Isaac Singer,M,1811,75.87202330764573,27
André Derain,M,1880,75.8708719870171,27
Alfred North Whitehead,M,1861,75.86903576480866,27
P. T. Barnum,M,1810,75.86590585075736,27
Peter Behrens,M,1868,75.86550744109537,27
David Lloyd George,M,1863,75.86418878920912,27
Rita Levi-Montalcini,F,1909,75.86412252295361,28
John Quincy Adams,M,1767,75.86371747576722,26
Pope John XIV,M,1000,75.86017305384628,19
Eugène Viollet-le-Duc,M,1814,75.85948182785197,27
Pope John VII,M,650,75.8532787178844,15
Beatrix Potter,F,1866,75.8516657676535,27
Sophie Scholl,F,1921,75.8475081971167,28
Abdullah Gül,M,1950,75.84617498760869,28
Lucius Junius Brutus,M,-600,75.84473714980759,3
Johannes Ockeghem,M,1410,75.8438009133627,23
Valdemar IV of Denmark,M,1320,75.84341707513198,22
John III Doukas Vatatzes,M,1192,75.84330828174265,20
Michael VII Doukas,M,1050,75.84284027987232,19
Abu Dawood,M,817,75.84152410944193,17
Abraham de Moivre,M,1667,75.84118786628942,25
Emperor Wen of Sui,M,541,75.84096425806929,14
Franz Xaver Wolfgang Mozart,M,1791,75.84026681089365,26
C. V. Raman,M,1888,75.8397124066017,27
Hippolyte Taine,M,1828,75.83830218302339,27
Pierre Gassendi,M,1592,75.8381048015804,24
Robert Johnson,M,1911,75.83581530376432,28
Tokhtamysh,M,1342,75.83537670288673,22
Aristide Briand,M,1862,75.83322411802456,27
Pope Sabinian,M,530,75.8321108701488,14
Mary of Teck,F,1867,75.83197620691831,27
Patrick Modiano,M,1945,75.83061245425472,28
Salman Khan,M,1965,75.83034874031466,28
Apollonius of Tyana,M,15,75.82914800009578,9
As-Saffah,M,722,75.8283105198268,16
Claude Shannon,M,1916,75.82617425518481,28
Robert Delaunay,M,1885,75.82599245904039,27
Pontormo,M,1494,75.82416550882776,23
Valdemar I of Denmark,M,1131,75.82344630431078,20
Benjamin Constant,M,1767,75.82321355129777,26
Jim Mattis,M,1950,75.82320297489963,28
Robert Bosch,M,1861,75.82018459687424,27
Alexandra Feodorovna,F,1798,75.8183941139557,26
Marguerite Yourcenar,F,1903,75.81762676214477,28
Paul Éluard,M,1895,75.81710257820347,27
Karl Haushofer,M,1869,75.81685588796077,27
Josef Bican,M,1913,75.81574465996243,28
Rashid-al-Din Hamadani,M,1247,75.81377197631764,21
Otto Wallach,M,1847,75.81086588451448,27
"Catherine of Austria, Queen of Portugal",F,1507,75.81022229704303,24
False Dmitry I,M,1581,75.80687608020553,24
Louis Antoine de Bougainville,M,1729,75.80630885231473,26
Karl von Frisch,M,1886,75.8050843525121,27
"Anna of Austria, Queen of Spain",F,1549,75.8049530002185,24
Renzo Piano,M,1937,75.80205731133131,28
Czesław Miłosz,M,1911,75.80048668031962,28
Samuel Hahnemann,M,1755,75.79933572799492,26
Gustav Stresemann,M,1878,75.79786251430913,27
Zodiac Killer,M,1940,75.79735458838259,28
Ezra,M,-500,75.79719652138562,4
Caroline Matilda of Great Britain,F,1751,75.79641228836536,26
Süleyman Demirel,M,1924,75.79313383755373,28
Ahmed Ben Bella,M,1916,75.7926180397436,28
Herbert A. Simon,M,1916,75.79148686993094,28
Thomas Andrews,M,1873,75.78944187839546,27
Luis Aragonés,M,1938,75.78841121972162,28
Cyrus the Younger,M,-500,75.78725786112517,4
Rudolf Carnap,M,1891,75.78672996808596,27
Jimmy Hoffa,M,1913,75.78507703906693,28
Calico Jack,M,1682,75.78506302658998,25
Hiroo Onoda,M,1922,75.78397324708043,28
Stephen III of Moldavia,M,1433,75.78306555309742,23
Simone Signoret,F,1921,75.7807356305721,28
Alain Prost,M,1955,75.78034668383398,28
Sepp Maier,M,1944,75.77928180632901,28
Tu Youyou,F,1930,75.77904844694274,28
Alfredo Stroessner,M,1912,75.77806107293226,28
Uwais al-Qarani,M,594,75.77604752777657,14
Dennis Gabor,M,1900,75.77390844467043,28
Hermann Minkowski,M,1864,75.77246540392153,27
Philip Roth,M,1933,75.77155690646596,28
"Camilla, Duchess of Cornwall",F,1947,75.77014753452156,28
László Bíró,M,1899,75.76919826313389,27
James Franck,M,1882,75.76893451419755,27
Şehzade Cihangir,M,1531,75.7673459440664,24
Bohemond I of Antioch,M,1054,75.76567939255538,19
Urbain Le Verrier,M,1811,75.7631180275509,27
Juan Antonio Samaranch,M,1920,75.7602573323656,28
Semyon Timoshenko,M,1895,75.75844876003352,27
Raymond Kopa,M,1931,75.75717715585901,28
Margaret of Parma,F,1522,75.75712986460425,24
Thomas à Kempis,M,1380,75.75592933537605,22
Georges Bataille,M,1897,75.75503951586907,27
Robert E. Lee,M,1807,75.75336425743167,27
